CAS,SMILES,Experimental value [log(L/kg)],NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,fr_COO,fr_COO2,fr_halogen,MolWt,MolLogP
26087-47-8,O=P(OC(C)C)(OC(C)C)SCc1ccccc1,0.996,1,4,5,7,102,0.669940982,35.53,77.7855,2.640460092,378.4826469,0,0,0,288.349,4.8779
01/02/1918,O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl,-1.7,1,3,7,1,70,0.739876893,76.21,50.6387,3.497381361,380.6323805,1,1,3,241.461,2.3222
06/05/3813,O=C(O)CN2C(=O)Sc1cccc(c12)Cl,1.556,2,4,6,2,78,0.875078067,59.3,58.7308,2.76485568,586.5452489,1,1,1,243.671,1.801
107534-96-3,OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C,1.996,2,4,5,5,114,0.921413387,50.94,84.1998,2.108229399,560.2080667,0,0,1,307.825,3.3415
118134-30-8,O1CC(OC12(CCC(CC2)C(C)(C)C))CN(CC)CCC,1.898,0,3,3,5,124,0.763405553,21.7,87.374,1.823199367,315.6702408,0,0,0,297.483,4.0663
121552-61-2,n1c(nc(cc1C)C2CC2)Nc3ccccc3,2.594,2,3,3,3,86,0.869464226,37.81,68.4687,1.870035833,518.245461,0,0,0,225.295,3.40602
131983-72-7,O=C(OCC)C1CC(=O)C(C(=O)C1)=C(O)C2CC2,0.778,0,5,5,3,98,0.354400415,80.67,61.7498,2.130846706,410.6625576,0,0,0,252.266,1.3198
145701-23-1,O=S(=O)(Nc1c(F)cccc1(F))c2nc3c(F)cnc(OC)n3(n2),0.176,3,7,12,4,126,0.755078302,98.48,74.4585,2.106326144,1017.589636,0,0,3,359.289,1.351
1689-83-4,N#Cc1cc(c(O)c(c1)I)I,1.462,1,2,4,0,56,0.712877944,44.02,58.2558,3.348369661,306.697838,0,0,2,370.915,2.47308
1702-17-6,O=C(O)c1nc(ccc1Cl)Cl,0,1,2,5,1,58,0.69255238,50.19,41.2163,3.23220887,300.6337992,1,1,2,192.001,2.0866
17804-35-2,O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC),1.431,2,5,7,4,112,0.847401445,85.25,79.4654,2.350217005,650.7065804,0,0,0,290.323,2.5724
180409-60-3,O=C(NC(=NOCC1CC1)c2c(F)c(F)ccc2C(F)(F)F)Cc3ccccc3,2.723,2,3,9,6,154,0.330359072,50.69,94.8617,1.928025029,909.0778433,0,0,5,412.358,4.4307
19044-88-3,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N,1.88,1,7,11,8,128,0.556270161,149.68,83.919,3.769656534,677.2562499,0,0,0,346.365,1.7768
23135-22-0,O=C(ON=C(C(=O)N(C)C)SC)NC,0.301,0,5,7,1,80,0.293876134,71,55.1847,4.399365653,252.5645748,0,0,0,219.266,0.1071
26644-46-2,O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0,0,4,12,6,128,0.490811874,64.68,89.7014,2.715463549,344.5934898,0,0,6,434.966,1.4886
298-00-0,O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1,1.85,1,6,8,5,88,0.461463132,70.83,62.0274,2.83268137,412.9417759,0,0,0,263.211,2.4909
309-00-2,C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,3.905,0,0,6,0,98,0.311830458,0,78.054,2.032344649,480.6606771,0,0,6,364.914,5.2702
314-40-9,O=C1NC(=C(C(=O)N1C(C)CC)Br)C,0.69,1,3,5,2,78,0.878196139,54.86,58.7617,3.529081536,447.1056683,0,0,1,261.119,1.57852
33089-61-1,N(=CN(C=Nc1ccc(cc1C)C)C)c2ccc(cc2C)C,3.264,2,2,3,4,114,0.583439445,27.96,95.899,2.068364402,653.1153896,0,0,0,293.414,4.87188
35554-44-0,n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl,1.806,2,3,5,6,100,0.749446134,27.05,77.579,2.224866377,540.3839221,0,0,2,297.185,4.1338
41083-11-8,n1cnn(c1)[Sn](C2CCCCC2)(C3CCCCC3)C4CCCCC4,3.875,1,3,4,4,134,0.536476827,30.71,101.679,1.766651062,437.4431809,0,0,0,436.232,6.0746
43222-48-6,c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C,1.301,3,1,2,2,94,0.616780596,8.81,77.461,2.155727427,622.041178,0,0,0,249.337,3.1836
51235-04-2,O=C1N=C(N(C(=O)N1C2CCCCC2)C)N(C)C,0.845,1,6,6,2,100,0.769349232,60.13,70.187,2.520969913,537.9888841,0,0,0,252.318,0.5132
55335-06-3,O=C(O)COc1nc(c(cc1Cl)Cl)Cl,-0.097,1,3,7,3,76,0.844246398,59.42,52.3978,2.866629469,369.4428069,1,1,3,256.472,2.5052
57-74-9,C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,4.28,0,0,8,0,102,0.451292438,0,81.216,2.264384235,458.7940326,0,0,8,409.782,5.6828
58-89-9,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,2.563,0,0,6,0,72,0.597603942,0,57.846,2.760252076,103.587975,0,0,6,290.832,3.6444
5902-51-2,O=C1NC(=C(C(=O)N1C(C)(C)C)Cl)C,0.778,1,3,5,0,78,0.709899628,54.86,56.0657,3.711923181,465.1710153,0,0,1,216.668,1.25342
5915-41-3,n1c(nc(nc1NC(C)(C)C)Cl)NCC,0.845,1,5,6,3,84,0.831939033,62.73,62.3764,2.884038547,333.7648556,0,0,1,229.715,2.1672
60207-90-1,n1cnn(c1)CC2(OCC(O2)CCC)c3ccc(cc3Cl)Cl,2.064,2,5,7,5,118,0.832200448,49.17,83.895,1.956623707,635.7227267,0,0,2,342.226,3.6534
60-57-1,O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl,3.822,0,1,7,0,104,0.342677786,12.53,77.575,1.80290746,516.4228625,0,0,6,380.913,4.4814
66215-27-8,n1c(nc(nc1N)NC2CC2)N,0,1,6,6,2,64,0.552557543,102.74,45.2965,2.177047784,273.8398264,0,0,0,166.188,-0.3897
66246-88-6,n1cnn(c1)CC(c2ccc(cc2Cl)Cl)CCC,1.973,2,3,5,5,96,0.824641989,30.71,74.133,2.230390674,496.9423932,0,0,2,284.19,4.1688
67306-00-7,c1cc(ccc1CC(C)CN2CCCCC2)C(C)(C)C,2.204,1,1,1,4,112,0.77166647,3.24,88.301,1.855724334,392.7695806,0,0,0,273.464,4.6486
67564-91-4,O1C(C)CN(CC1C)CC(C)Cc2ccc(cc2)C(C)(C)C,3.031,1,2,2,4,124,0.823291594,12.47,94.459,1.874877324,449.5907426,0,0,0,303.49,4.2719
67747-09-5,O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC,2.594,2,4,8,6,124,0.739828015,47.36,91.852,1.985404312,638.9867548,0,0,3,376.671,4.6024
68085-85-8,N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3,3.29,2,4,8,6,162,0.469387702,59.32,108.156,1.72297074,1028.352484,0,0,4,449.856,6.54398
69377-81-7,O=C(O)COc1nc(F)c(c(N)c1Cl)Cl,1.793,1,4,8,3,82,0.800412077,85.44,51.7582,3.036546982,413.7120377,1,1,3,255.032,1.5731
7085-19-0,O=C(O)C(Oc1ccc(cc1C)Cl)C,0.477,1,2,4,3,76,0.841129823,46.53,53.9148,2.817664885,349.2203894,1,1,1,214.648,2.50032
72178-02-0,O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-],0.778,2,6,13,5,150,0.561142163,115.61,91.9344,2.410928718,1056.227135,0,0,4,438.767,3.7487
7287-19-6,n1c(nc(nc1NC(C)C)SC)NC(C)C,1.929,1,6,6,5,90,0.770835866,62.73,69.1254,2.911011565,311.7313157,0,0,0,241.364,2.2341
76-44-8,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,3.963,0,0,7,0,94,0.402355653,0,76.098,2.31718428,467.2748718,0,0,7,373.321,5.2415
77-73-6,C2=CC3C1C=CC(C1)C3(C2),2.412,0,0,0,0,52,0.443824351,0,41.474,2.038964408,212.0782,0,0,0,132.206,2.3846
78-87-5,CC(CCl)Cl,0.565,0,0,2,1,32,0.454926629,0,26.035,2.539538861,18.85475297,0,0,2,112.987,1.8525
79277-27-3,O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC,-0.097,2,10,13,5,134,0.700937448,149.47,86.1147,2.185035211,910.4696135,0,0,0,387.399,0.54712
79538-32-2,O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C),3.477,1,2,10,4,150,0.363804694,26.3,81.559,2.161739211,785.4755517,0,0,8,418.736,5.55182
81335-77-5,O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC,0.204,1,4,6,4,112,0.880937107,91.65,78.497,2.530968545,637.0510551,1,1,0,289.335,1.6333
82097-50-5,O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl),0.114,2,8,12,7,140,0.663431933,132.4,93.1132,2.166338351,893.0462737,0,0,1,401.832,1.31662
83055-99-6,O=C(OC)c1ccccc1CS(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC,0.204,2,9,12,7,150,0.636430335,145.81,97.6957,2.127819015,956.4580995,0,0,0,410.408,0.9319
834-12-8,n1c(nc(nc1NC(C)C)SC)NCC,1.519,1,6,6,5,84,0.748462705,62.73,64.5304,2.891747032,315.3710554,0,0,0,227.337,1.8456
83-79-4,O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34),1.41,2,6,6,3,150,0.739996116,63.22,105.9045,1.581624927,1040.148959,0,0,0,394.423,3.7033
84087-01-4,O=C(O)c1c2ncc(cc2(ccc1Cl))Cl,-0.097,2,2,5,1,76,0.834437147,50.19,58.7223,2.875721301,554.35884,1,1,2,242.061,3.2398
84-65-1,O=C1c3ccccc3(C(=O)c2ccccc12),2,2,2,2,0,76,0.568336559,34.14,59.749,2.348767906,506.137336,0,0,0,208.216,2.462
85509-19-9,Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3,2.398,3,3,6,4,112,0.689487276,30.71,83.708,2.078200679,694.5768004,0,0,2,315.399,1.9885
94-74-6,O=C(O)COc1ccc(cc1C)Cl,0,1,2,4,3,70,0.813115818,46.53,49.3198,2.719441518,322.6358948,1,1,1,200.621,2.11182
94-75-7,O=C(O)COc1ccc(cc1Cl)Cl,-0.5,1,2,5,3,70,0.851992744,46.53,49.5928,2.719441518,325.1652198,1,1,2,221.039,2.4568
95737-68-1,n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3,3.14,3,4,4,7,122,0.631127542,40.58,92.78,1.489482247,729.850574,0,0,0,321.376,4.7202
95977-29-0,O=C(O)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C,0.94,2,4,9,5,128,0.854551249,68.65,78.4908,2.100899366,734.48929,1,1,4,361.703,4.398
99387-89-0,FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl,2.594,2,4,8,5,124,0.452488547,39.41,82.284,2.42246388,669.1017796,0,0,4,345.752,4.5602
93-76-5,O=C(O)COc1cc(c(cc1Cl)Cl)Cl,1.38,1,2,6,3,76,0.844255021,46.53,54.6028,2.866629469,365.0942913,1,1,3,255.484,3.1102
105-67-9,Oc1ccc(cc1C)C,1.18,1,1,1,0,48,0.557704396,20.23,37.5808,3.17167803,215.8076621,0,0,0,122.167,2.00904
2539-17-5,Oc1c(OC)c(c(c(c1Cl)Cl)Cl)Cl,2.04,1,2,6,1,72,0.611406896,29.46,54.6988,3.563757676,321.8311583,0,0,4,261.919,4.0144
57057-83-7,Oc1cc(c(c(c1(OC))Cl)Cl)Cl,2.51,1,2,5,1,66,0.745579689,29.46,49.6888,3.404478399,312.010065,0,0,3,227.474,3.361
108-39-4,Oc1cccc(c1)C,1.03,1,1,1,0,42,0.535935436,20.23,32.8438,3.077660438,164.2466295,0,0,0,108.14,1.70062
2668-24-8,Oc1c(OC)cc(c(c1Cl)Cl)Cl,2.17,1,2,5,1,66,0.745579689,29.46,49.6888,3.387046329,312.010065,0,0,3,227.474,3.361
2460-49-3,Oc1cc(c(cc1(OC))Cl)Cl,1.922,1,2,4,1,60,0.742279824,29.46,44.6788,3.20582762,273.3882381,0,0,2,193.029,2.7076
74-11-3,O=C(O)c1ccc(cc1)Cl,1,1,1,3,1,52,0.675780364,37.3,38.4113,3.003400685,240.2879489,1,1,1,156.568,2.0382
65-85-0,O=C(O)c1ccccc1,1,1,1,2,1,46,0.610603539,37.3,33.4013,2.981454614,203.4159526,1,1,0,122.123,1.3848
1689-84-5,N#Cc1cc(c(O)c(c1)Br)Br,0.835,1,2,4,0,56,0.791922188,44.02,48.2218,3.348369661,306.697838,0,0,2,276.915,2.78888
113136-77-9,O=C(O)C2CC2(C(=O)Nc1ccc(cc1Cl)Cl),-0.398,1,2,6,3,90,0.889949727,66.4,64.3245,2.021537319,489.6049294,1,1,2,274.103,2.6526
114311-32-9,O=C(O)c2cc(cnc2(C1=NC(=O)C(N1)(C)C(C)C))COC,-1,1,5,7,5,118,0.847894018,100.88,79.832,2.437531784,654.1876868,1,1,0,305.334,1.2173
25155-30-0,O=S(=O)(O)c1ccccc1CCCCCCCCCCCC,2.017,1,2,4,12,126,0.413281826,54.37,91.8046,2.155679206,508.818483,0,0,0,326.502,5.3967
1779-48-2,OP(O)c1ccccc1,-0.071,1,2,3,1,48,0.563712929,40.46,37.4336,2.848234051,173.6725514,0,0,0,142.094,0.6084
178928-70-6,OC(Cc1ccccc1Cl)(CN2N=CNC2=S)C3(CC3)Cl,1.274,2,4,7,5,112,0.646146236,53.84,85.3355,1.928024852,709.9947247,0,0,2,344.267,3.33929
74051-80-2,O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC,0.93,0,5,5,9,126,0.500113375,58.89,93.5658,2.850797944,431.6199874,0,0,0,327.49,4.5019
93-72-1,O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C,1.763,1,2,6,3,82,0.854365339,46.53,59.1978,2.952681123,392.4341136,1,1,3,269.511,3.4987
22259-30-9,O=C(Oc1cccc(N=CN(C)C)c1)NC,0,1,3,5,3,86,0.623076142,53.93,63.3647,2.745753925,388.5709944,0,0,0,221.26,1.6262
95-16-9,n1csc2ccccc12,0.708,2,2,2,0,44,0.539773573,12.89,39.62,2.95465979,282.8939368,0,0,0,135.191,2.2963
260-94-6,n1c3ccccc3(cc2ccccc12),2.4,3,1,1,0,66,0.481897576,12.89,59.249,2.523732645,493.9563512,0,0,0,179.222,3.388
1563-66-2,O=C(Oc2cccc1c2(OC(C)(C)C1))NC,1.079,1,3,4,1,86,0.789737865,47.56,59.9367,2.298082754,426.2720914,0,0,0,221.256,2.1183
1194-65-6,N#Cc1c(cccc1Cl)Cl,2,1,1,3,0,50,0.589626564,23.79,41.177,3.342774623,267.8978479,0,0,2,172.014,2.86508
74223-64-6,O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC,0,2,9,12,5,138,0.705119819,149.47,88.2377,2.23596491,946.5935873,0,0,0,381.37,0.48562
43121-43-3,O=C(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C,1.806,2,5,6,4,106,0.868848083,57.01,75.601,2.28122355,573.4665262,0,0,1,293.754,3.1243
52918-63-5,N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3,3.146,2,4,6,6,144,0.421566373,59.32,114.102,1.721481495,930.2980937,0,0,2,505.206,6.49018
N.A.,O=C5OC2CC(OC1(OCC(C)CC1)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C,1.839,0,14,14,6,326,0.257759013,170.06,209.0234,1.156126364,1568.143861,0,0,0,818.998,4.1867
30560-19-1,O=C(NP(=O)(OC)SC)C,-1.523,0,4,6,3,60,0.668589141,55.4,41.9472,4.074118885,163.885639,0,0,0,183.169,1.24
57960-19-7,O=C(OC=1C(=O)c2ccccc2(C(=O)C=1CCCCCCCCCCCC))C,2.38,1,4,4,12,152,0.318139743,60.44,110.356,1.877743188,729.8756257,0,0,0,384.516,6.1938
34256-82-1,O=C(N(c1c(cccc1CC)C)COCC)CCl,1.301,1,2,4,6,100,0.586581381,29.54,75.256,3.14392934,406.7805069,0,0,1,269.772,3.12322
N.A.,OC(c2cccc1nnsc12)=S,2.068,2,4,5,1,60,0.707749424,46.01,51.7438,2.818906953,437.6539259,0,0,0,196.256,1.9248
74070-46-5,O=[N+]([O-])c2ccc(Oc1ccccc1)c(c2(N))Cl,3.462,2,4,6,3,92,0.521569082,78.39,69.0348,2.361830968,587.3764363,0,0,1,264.668,3.6227
101007-06-1,N#CC(OC(=O)C1C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1(C)(C))c3cccc(Oc2ccccc2)c3,2.731,2,6,12,8,202,0.216952933,85.62,119.295,1.653722063,1219.170312,0,0,6,541.444,6.45158
150114-71-9,O=C(O)c1nc(cc(N)c1Cl)Cl,2,1,3,6,1,64,0.686254415,76.21,45.6287,3.373859011,340.5651247,1,1,2,207.016,1.6688
3337-71-1,O=C(OC)NS(=O)(=O)c1ccc(N)cc1,-0.125,1,5,7,2,82,0.712425598,98.49,53.5809,2.963576146,452.0349428,0,0,0,230.245,0.3135
71626-11-4,O=C(OC)C(N(C(=O)Cc1ccccc1)c2c(cccc2C)C)C,1.756,2,3,4,5,126,0.791223969,46.61,95.026,2.430341149,704.6687495,0,0,0,325.408,3.44064
1861-40-1,O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F,3.196,1,5,10,7,128,0.551412744,89.52,77.5478,3.638721513,569.6129199,0,0,3,335.282,4.1482
82560-54-1,O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCC(=O)OCC)C(C)C,1.954,1,7,8,8,156,0.472809651,68.31,109.323,1.969792124,707.8365033,0,0,0,410.536,4.0575
741-58-2,O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1,2.944,1,6,9,10,132,0.478892208,64.63,100.8155,2.553910806,606.1693668,0,0,0,397.524,3.7726
25057-89-0,O=C1c2ccccc2(NS(=O)(=O)N1C(C)C),1.322,1,3,6,1,86,0.801888909,66.48,60.29,2.606555901,536.7500531,0,0,0,240.284,1.2075
68359-37-5,N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3,2.704,2,4,7,6,150,0.499726358,59.32,107.912,1.769045078,981.2970518,0,0,3,434.294,6.31708
42576-02-3,O=C(OC)c2cc(Oc1ccc(cc1Cl)Cl)ccc2[N+](=O)[O-],3.176,2,5,8,4,114,0.464943161,78.67,80.9719,2.399020158,748.0082101,0,0,2,342.134,4.4805
N.A.,OC(C(Oc1ccc(cc1)c2ccccc2)n3ncnc3)C(C)(C)C,2.307,3,5,5,5,130,0.766176915,60.17,97.0268,1.825659727,778.0684054,0,0,0,337.423,3.9297
2104-96-3,O(c1cc(c(cc1Cl)Br)Cl)P(OC)(OC)=S,0.65,1,4,8,4,90,0.572893002,27.69,73.093,3.063766854,435.5367539,0,0,3,366,4.652
41483-43-6,O=S(=O)(Oc1nc(nc(c1CCCC)C)NCC)N(C)C,2.267,1,6,8,8,120,0.786241915,84.42,82.7795,3.229204537,573.024259,0,0,0,316.427,1.74462
69327-76-0,O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C,2.707,1,3,5,2,114,0.821370517,35.91,90.938,2.323385479,534.2031125,0,0,0,305.447,4.1822
23184-66-9,O=C(N(c1c(cccc1CC)CC)COCCCC)CCl,0.38,1,2,4,9,118,0.389228092,29.54,89.131,3.04059293,426.1662903,0,0,1,311.853,4.1574
33629-47-9,O=[N+]([O-])c1cc(cc(c1(NC(C)CC))[N+](=O)[O-])C(C)(C)C,3.29,1,5,7,5,116,0.653232887,98.31,81.8265,3.588145947,528.8229269,0,0,0,295.339,4.0109
2008-41-5,O=C(N(CC(C)C)CC(C)C)SCC,2.613,0,2,3,5,84,0.702512438,20.31,64.777,4.151457931,158.6704666,0,0,0,217.378,3.4735
95465-99-9,O=P(OCC)(SC(C)CC)SC(C)CC,2.342,0,4,5,8,92,0.566594588,26.3,73.9205,4.371665188,195.5990692,0,0,0,270.4,5.1944
63-25-2,O=C(Oc1cccc2ccccc12)NC,1.643,2,2,3,1,76,0.769567031,38.33,59.0317,2.464953756,488.4510308,0,0,0,201.225,2.558
55285-14-8,O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCCC)CCCC,2.996,1,5,6,9,146,0.544125841,42.01,107.62,1.976780131,598.719132,0,0,0,380.554,5.2961
128639-02-1,O=C(OCC)C(Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C)Cl,2.246,2,6,11,6,142,0.539998727,66.12,88.76,2.47619465,882.9971681,0,0,5,412.195,3.24302
101-21-3,O=C(OC(C)C)Nc1cccc(c1)Cl,2.158,1,2,4,2,76,0.818819204,38.33,56.6917,2.559925674,325.6529664,0,0,1,213.664,3.2969
5598-13-0,n1c(OP(OC)(OC)=S)c(cc(c1Cl)Cl)Cl,3.255,1,5,9,4,90,0.620156074,40.58,68.198,3.063766854,437.130382,0,0,3,322.537,3.9379
1861-32-1,O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl,3.411,1,4,8,2,98,0.609365141,52.6,69.161,3.656892594,451.094344,0,0,4,331.966,3.8734
142891-20-1,O=C(OCC)C(=Cc1cc(ccc1Cl)N2C(=O)C3=C(C2(=O))CCCC3)Cl,1.38,1,4,7,4,136,0.435754005,63.68,99.902,1.935414745,829.0951356,0,0,2,394.254,4.2266
99129-21-2,O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC=CCl)CC,0.322,0,5,6,9,130,0.291616145,55.4,96.3467,2.717680423,456.4589381,0,0,1,359.919,4.0041
105512-06-9,O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C,1.531,2,5,7,6,124,0.588722015,57.65,85.603,1.975448227,758.1761261,0,0,2,349.745,3.6101
74115-24-5,n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl,2.394,3,4,6,2,98,0.720022371,51.56,78.514,2.007301288,679.6675411,0,0,2,303.152,3.9074
81777-89-1,O=C1N(OCC1(C)C)Cc2ccccc2Cl,1.602,1,2,4,2,86,0.794199393,29.54,61.735,2.129383558,417.2347168,0,0,1,239.702,2.64
120116-88-3,N#Cc2nc(c(c1ccc(cc1)C)n2S(=O)(=O)N(C)C)Cl,2.456,2,5,8,3,110,0.865047576,78.99,80.1298,2.817868848,817.0915335,0,0,1,324.793,2.0381
122008-85-9,N#Cc2ccc(Oc1ccc(OC(C(=O)OCCCC)C)cc1)c(F)c2,0.875,2,5,6,8,136,0.510034365,68.55,93.588,1.935829055,783.3884576,0,0,1,357.381,4.60028
94361-06-5,OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3,1.447,2,4,5,5,106,0.921421117,50.94,77.2588,1.948662544,565.3143788,0,0,1,291.782,2.8654
13684-56-5,O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2,2.196,2,4,6,4,114,0.898357366,76.66,83.1754,1.947468538,643.6038827,0,0,0,300.314,3.8659
99-30-9,O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl,1.875,1,3,6,1,64,0.43642667,69.16,47.5288,3.306535413,317.3151247,0,0,2,207.016,2.4838
87130-20-9,O=C(OC(C)C)Nc1ccc(OCC)c(OCC)c1,2.519,1,4,5,6,106,0.857381802,56.79,74.0197,2.792804776,417.9070331,0,0,0,267.325,3.4409
119446-68-3,n1cnn(c1)CC2(OCC(O2)C)c4ccc(Oc3ccc(cc3)Cl)cc4Cl,2.505,3,6,8,5,140,0.616741931,58.4,101.177,1.619349752,918.4591277,0,0,2,406.269,4.6655
104653-34-1,O=C2c1ccccc1SC(O)=C2C6c3ccccc3CC(c4ccc(cc4)c5ccc(cc5)Br)C6,4.602,5,3,4,3,172,0.250693897,37.3,148.6848,1.407237107,1586.056615,0,0,1,539.494,8.2585
35367-38-5,O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl,2.505,2,2,7,2,108,0.890435202,58.2,74.2949,2.055651413,669.6234049,0,0,3,310.687,3.5801
83164-33-4,O=C(Nc1ccc(F)cc1(F))c3cccnc3(Oc2cccc(c2)C(F)(F)F),3.106,3,3,9,4,144,0.601206164,51.22,90.0662,1.860716925,1021.200978,0,0,5,394.299,5.4232
55290-64-7,O=S1(=O)(C(=C(C)S(=O)(=O)CC1)C),0.633,0,4,6,0,70,0.567585878,68.28,45.9476,3.497657043,382.1685439,0,0,0,210.276,0.081
149961-52-4,O=C(NC)C(=NOC)c1ccccc1COc2cc(ccc2C)C,1.681,2,4,5,6,126,0.655640907,59.92,94.3027,2.299319967,754.0271619,0,0,0,326.396,2.97894
3347-22-6,N#CC2=C(C#N)SC=1C(=O)c3ccccc3(C(=O)C=1S2),1.431,1,6,6,0,94,0.636195532,81.72,76.972,2.761154405,1024.551286,0,0,0,296.332,2.15134
03/10/2439,N(=C(N)N)CCCCCCCCCCCC,1.204,0,1,3,11,96,0.323316489,64.4,72.5208,2.959992035,162.5606417,0,0,0,227.396,3.1807
115-29-7,O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,3.44,0,3,10,0,108,0.575408709,35.53,77.3634,2.187726044,470.1834139,0,0,6,406.929,3.6898
145-73-3,O=C(O)C2C1OC(CC1)C2(C(=O)O),-0.398,0,3,5,2,72,0.631184205,83.83,40.1466,2.244421562,235.260001,2,2,0,186.163,-0.0508
N.A.,Fc1ccc(cc1)C3(OC3(c2ccccc2Cl))(Cn4ncnc4),1.845,3,4,6,4,116,0.684829404,43.24,83.378,1.743465947,822.1195863,0,0,2,329.762,3.7376
26225-79-6,O=S(=O)(Oc1ccc2OC(OCC)C(c2(c1))(C)C)C,2.158,1,5,6,4,106,0.792797424,61.83,70.9818,2.351348551,576.6964147,0,0,0,286.349,2.0576
153233-91-1,Fc1cccc(F)c1C3=NC(c2ccc(cc2(OCC))C(C)(C)C)CO3,3.462,2,3,5,4,138,0.753084325,30.82,97.899,1.98311147,820.1401012,0,0,2,359.416,5.1791
2593-15-9,n1c(nsc1OCC)C(Cl)(Cl)Cl,2.217,1,4,7,2,68,0.753942201,35.01,50.315,2.77271485,259.4411654,0,0,3,247.534,2.7635
131807-57-3,O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C,3.477,3,5,6,5,140,0.701061483,67.87,103.7017,1.528649021,990.0649309,0,0,0,374.396,4.7
22224-92-6,O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C,2.041,1,4,6,7,108,0.602862305,47.56,81.0922,2.901875396,465.2015933,0,0,0,303.364,4.23832
60168-88-9,OC(c1cncnc1)(c2ccc(cc2)Cl)c3ccccc3Cl,2.053,3,3,5,3,110,0.786937828,46.01,87.0368,2.274825247,778.1770801,0,0,2,331.202,4.0676
